Job Title,Industry,Responsibilities,Qualifications,Location,Job Type,Salary Range
Customer Support Transformation Lead,Telecommunications,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop AI-driven automation strategies to optimize service workflows.; Integrate AI-based chatbots and automation solutions for enhanced support.,"Proven expertise in AI-driven automation and predictive analytics.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.","Denver, CO",Full-Time,$92k - $217k
Customer Support Transformation Lead,Telecommunications,"Streamline customer service operations, reducing costs while improving CSAT.; Integrate AI-based chatbots and automation solutions for enhanced support.; Implement predictive analytics to enhance customer insights.","10+ years of experience in customer experience, AI, or operations leadership.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.","Dallas, TX",Contract,$93k - $228k
Customer Service Operations Manager,Hospitality,"Collaborate cross-functionally with sales, marketing, and product teams.; Implement predictive analytics to enhance customer insights.; Develop AI-driven automation strategies to optimize service workflows.","Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Strong leadership skills with experience managing 50+ team members.","Dallas, TX",Part-Time,$110k - $184k
Customer Experience Data Scientist,Tech,Lead customer experience initiatives to improve engagement and retention.; Drive innovation in customer success strategies using AI and ML technologies.; Develop strategies to optimize customer journey and retention metrics.,Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"New York, NY",Full-Time,$90k - $237k
Customer Service Operations Manager,Tech,"Drive innovation in customer success strategies using AI and ML technologies.; Integrate AI-based chatbots and automation solutions for enhanced support.; Streamline customer service operations, reducing costs while improving CSAT.",Track record of reducing operational costs while improving CX efficiency.; Proven expertise in AI-driven automation and predictive analytics.; Understanding of machine learning models applied to customer success.,Remote,Contract,$120k - $194k
Director of Customer Experience,SaaS,"Collaborate cross-functionally with sales, marketing, and product teams.; Manage and mentor large customer support teams across multiple locations.; Integrate AI-based chatbots and automation solutions for enhanced support.","Understanding of machine learning models applied to customer success.; 10+ years of experience in customer experience, AI, or operations leadership.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.",Remote,Contract,$105k - $183k
Customer Insights Analyst,SaaS,Integrate AI-based chatbots and automation solutions for enhanced support.; Implement predictive analytics to enhance customer insights.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,"10+ years of experience in customer experience, AI, or operations leadership.; Strong leadership skills with experience managing 50+ team members.; Track record of reducing operational costs while improving CX efficiency.","San Francisco, CA",Remote,$89k - $159k
Vice President of Customer Success,Finance,"Develop AI-driven automation strategies to optimize service workflows.; Streamline customer service operations, reducing costs while improving CSAT.; Manage and mentor large customer support teams across multiple locations.",Track record of reducing operational costs while improving CX efficiency.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Ability to drive customer satisfaction metrics and VoC programs.,"Chicago, IL",Contract,$147k - $157k
AI Strategist,Consulting,Develop AI-driven automation strategies to optimize service workflows.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Manage and mentor large customer support teams across multiple locations.,Ability to drive customer satisfaction metrics and VoC programs.; Understanding of machine learning models applied to customer success.; Experience in implementing workflow automation for large-scale operations.,"Los Angeles, CA",Full-Time,$96k - $237k
Customer Insights Analyst,Consulting,"Drive innovation in customer success strategies using AI and ML technologies.; Collaborate cross-functionally with sales, marketing, and product teams.; Integrate AI-based chatbots and automation solutions for enhanced support.","Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.; Ability to drive customer satisfaction metrics and VoC programs.","Chicago, IL",Part-Time,$127k - $246k
Customer Experience Data Scientist,Healthcare,Integrate AI-based chatbots and automation solutions for enhanced support.; Develop AI-driven automation strategies to optimize service workflows.; Implement predictive analytics to enhance customer insights.,"10+ years of experience in customer experience, AI, or operations leadership.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.","San Francisco, CA",Remote,$120k - $165k
